Rank,Mode,Percentage,Category,Season
Bronze 2,Dropshot,99.7,Extra,3
Bronze 3,Dropshot,98.9,Extra,3
Silver 1,Dropshot,96.9,Extra,3
Silver 2,Dropshot,93.5,Extra,3
Silver 3,Dropshot,87.73,Extra,3
Gold 1,Dropshot,79.15,Extra,3
Gold 2,Dropshot,67.75,Extra,3
Gold 3,Dropshot,54.59,Extra,3
Platinum 1,Dropshot,41.12,Extra,3
Platinum 2,Dropshot,28.8,Extra,3
Platinum 3,Dropshot,18.89,Extra,3
Diamond 1,Dropshot,11.63,Extra,3
Diamond 2,Dropshot,6.66,Extra,3
Diamond 3,Dropshot,3.64,Extra,3
Champion 1,Dropshot,1.87,Extra,3
Champion 2,Dropshot,0.87,Extra,3
Champion 3,Dropshot,0.39,Extra,3
Grand Champion 1,Dropshot,0.16,Extra,3
Grand Champion 2,Dropshot,0.04,Extra,3
Grand Champion 3,Dropshot,0.01,Extra,3
Supersonic Legend,Dropshot,0.0,Extra,3
Bronze 1,Hoops,100.0,Extra,3
Bronze 2,Hoops,99.97,Extra,3
Bronze 3,Hoops,99.84,Extra,3
Silver 1,Hoops,99.34,Extra,3
Silver 2,Hoops,98.1,Extra,3
Silver 3,Hoops,95.43,Extra,3
Gold 1,Hoops,90.26,Extra,3
Gold 2,Hoops,81.83,Extra,3
Gold 3,Hoops,70.25,Extra,3
Platinum 1,Hoops,56.72,Extra,3
Platinum 2,Hoops,42.19,Extra,3
Platinum 3,Hoops,29.27,Extra,3
Diamond 1,Hoops,19.15,Extra,3
Diamond 2,Hoops,11.7,Extra,3
Diamond 3,Hoops,6.89,Extra,3
Champion 1,Hoops,3.93,Extra,3
Champion 2,Hoops,2.11,Extra,3
Champion 3,Hoops,1.08,Extra,3
Grand Champion 1,Hoops,0.54,Extra,3
Grand Champion 2,Hoops,0.18,Extra,3
Grand Champion 3,Hoops,0.06,Extra,3
Supersonic Legend,Hoops,0.03,Extra,3
Bronze 1,Snow Day,100.0,Extra,3
Bronze 2,Snow Day,99.68,Extra,3
Bronze 3,Snow Day,98.93,Extra,3
Silver 1,Snow Day,97.15,Extra,3
Silver 2,Snow Day,94.26,Extra,3
Silver 3,Snow Day,89.5,Extra,3
Gold 1,Snow Day,82.37,Extra,3
Gold 2,Snow Day,72.66,Extra,3
Gold 3,Snow Day,60.96,Extra,3
Platinum 1,Snow Day,48.23,Extra,3
Platinum 2,Snow Day,35.6,Extra,3
Platinum 3,Snow Day,24.71,Extra,3
Diamond 1,Snow Day,16.28,Extra,3
Diamond 2,Snow Day,9.83,Extra,3
Diamond 3,Snow Day,5.65,Extra,3
Champion 1,Snow Day,3.04,Extra,3
Champion 2,Snow Day,1.54,Extra,3
Champion 3,Snow Day,0.75,Extra,3
Grand Champion 1,Snow Day,0.35,Extra,3
Grand Champion 2,Snow Day,0.1,Extra,3
Grand Champion 3,Snow Day,0.03,Extra,3
Supersonic Legend,Snow Day,0.02,Extra,3
Bronze 1,Solo Duel,100.0,Standard,2
Bronze 2,Solo Duel,99.95,Standard,2
Bronze 3,Solo Duel,99.72,Standard,2
Silver 1,Solo Duel,98.81,Standard,2
Silver 2,Solo Duel,96.55,Standard,2
Silver 3,Solo Duel,92.23,Standard,2
Gold 1,Solo Duel,85.58,Standard,2
Gold 2,Solo Duel,75.0,Standard,2
Gold 3,Solo Duel,62.72,Standard,2
Platinum 1,Solo Duel,50.51,Standard,2
Platinum 2,Solo Duel,35.23,Standard,2
Platinum 3,Solo Duel,23.63,Standard,2
Diamond 1,Solo Duel,15.65,Standard,2
Diamond 2,Solo Duel,8.93,Standard,2
Diamond 3,Solo Duel,5.22,Standard,2
Champion 1,Solo Duel,3.19,Standard,2
Champion 2,Solo Duel,1.78,Standard,2
Champion 3,Solo Duel,1.0,Standard,2
Grand Champion 1,Solo Duel,0.55,Standard,2
Grand Champion 2,Solo Duel,0.22,Standard,2
Grand Champion 3,Solo Duel,0.1,Standard,2
Supersonic Legend,Solo Duel,0.05,Standard,2
Bronze 1,Standard,100.0,Standard,2
Bronze 2,Standard,99.68,Standard,2
Bronze 3,Standard,98.92,Standard,2
Silver 1,Standard,97.28,Standard,2
Silver 2,Standard,93.77,Standard,2
Silver 3,Standard,87.9,Standard,2
Gold 1,Standard,79.64,Standard,2
Gold 2,Standard,68.46,Standard,2
Gold 3,Standard,56.67,Standard,2
Platinum 1,Standard,42.54,Standard,2
Platinum 2,Standard,29.17,Standard,2
Platinum 3,Standard,19.87,Standard,2
Diamond 1,Standard,13.59,Standard,2
Diamond 2,Standard,7.65,Standard,2
Diamond 3,Standard,4.23,Standard,2
Champion 1,Standard,2.4,Standard,2
Champion 2,Standard,1.27,Standard,2
Champion 3,Standard,0.66,Standard,2
Grand Champion 1,Standard,0.35,Standard,2
Grand Champion 2,Standard,0.13,Standard,2
Grand Champion 3,Standard,0.05,Standard,2
Supersonic Legend,Standard,0.02,Standard,2
Bronze 1,Doubles,100.0,Standard,2
Bronze 2,Doubles,99.63,Standard,2
Bronze 3,Doubles,98.67,Standard,2
Silver 1,Doubles,96.54,Standard,2
Silver 2,Doubles,92.31,Standard,2
Silver 3,Doubles,85.69,Standard,2
Gold 1,Doubles,77.03,Standard,2
Gold 2,Doubles,66.08,Standard,2
Gold 3,Doubles,55.22,Standard,2
Platinum 1,Doubles,42.52,Standard,2
Platinum 2,Doubles,30.31,Standard,2
Platinum 3,Doubles,21.62,Standard,2
Diamond 1,Doubles,15.53,Standard,2
Diamond 2,Doubles,10.37,Standard,2
Diamond 3,Doubles,6.32,Standard,2
Champion 1,Doubles,3.85,Standard,2
Champion 2,Doubles,2.1,Standard,2
Champion 3,Doubles,1.12,Standard,2
Grand Champion 1,Doubles,0.6,Standard,2
Grand Champion 2,Doubles,0.19,Standard,2
Grand Champion 3,Doubles,0.06,Standard,2
Supersonic Legend,Doubles,0.03,Standard,2
Bronze 1,Rumble,100.0,Extra,2
Bronze 2,Rumble,99.92,Extra,2
Bronze 3,Rumble,99.67,Extra,2
Silver 1,Rumble,98.97,Extra,2
Silver 2,Rumble,97.51,Extra,2
Silver 3,Rumble,94.52,Extra,2
Gold 1,Rumble,89.35,Extra,2
Gold 2,Rumble,81.04,Extra,2
Gold 3,Rumble,69.72,Extra,2
Platinum 1,Rumble,56.74,Extra,2
Platinum 2,Rumble,42.12,Extra,2
Platinum 3,Rumble,29.13,Extra,2
Diamond 1,Rumble,19.41,Extra,2
Diamond 2,Rumble,11.6,Extra,2
Diamond 3,Rumble,6.71,Extra,2
Champion 1,Rumble,3.34,Extra,2
Champion 2,Rumble,1.32,Extra,2
Champion 3,Rumble,0.5,Extra,2
Grand Champion 1,Rumble,0.2,Extra,2
Grand Champion 2,Rumble,0.04,Extra,2
Grand Champion 3,Rumble,0.01,Extra,2
Supersonic Legend,Rumble,0.0,Extra,2
Bronze 1,Dropshot,100.0,Extra,2
Bronze 2,Dropshot,100.0,Extra,2
Bronze 3,Dropshot,99.94,Extra,2
Silver 1,Dropshot,99.76,Extra,2
Silver 2,Dropshot,99.16,Extra,2
Silver 3,Dropshot,97.63,Extra,2
Gold 1,Dropshot,94.33,Extra,2
Gold 2,Dropshot,87.92,Extra,2
Gold 3,Dropshot,77.8,Extra,2
Platinum 1,Dropshot,64.3,Extra,2
Platinum 2,Dropshot,48.01,Extra,2
Platinum 3,Dropshot,32.64,Extra,2
Diamond 1,Dropshot,20.34,Extra,2
Diamond 2,Dropshot,11.25,Extra,2
Diamond 3,Dropshot,5.74,Extra,2
Champion 1,Dropshot,2.78,Extra,2
Champion 2,Dropshot,1.18,Extra,2
Champion 3,Dropshot,0.45,Extra,2
Grand Champion 1,Dropshot,0.18,Extra,2
Grand Champion 2,Dropshot,0.04,Extra,2
Grand Champion 3,Dropshot,0.01,Extra,2
Supersonic Legend,Dropshot,0.0,Extra,2
Bronze 1,Hoops,100.0,Extra,2
Bronze 2,Hoops,99.99,Extra,2
Bronze 3,Hoops,99.96,Extra,2
Silver 1,Hoops,99.82,Extra,2
Silver 2,Hoops,99.35,Extra,2
Silver 3,Hoops,97.86,Extra,2
Gold 1,Hoops,94.27,Extra,2
Gold 2,Hoops,86.96,Extra,2
Gold 3,Hoops,75.23,Extra,2
Platinum 1,Hoops,60.23,Extra,2
Platinum 2,Hoops,42.75,Extra,2
Platinum 3,Hoops,27.35,Extra,2
Diamond 1,Hoops,16.05,Extra,2
Diamond 2,Hoops,8.47,Extra,2
Diamond 3,Hoops,4.26,Extra,2
Champion 1,Hoops,2.08,Extra,2
Champion 2,Hoops,0.94,Extra,2
Champion 3,Hoops,0.41,Extra,2
Grand Champion 1,Hoops,0.19,Extra,2
Grand Champion 2,Hoops,0.05,Extra,2
Grand Champion 3,Hoops,0.02,Extra,2
Supersonic Legend,Hoops,0.01,Extra,2
Bronze 1,Snow Day,100.0,Extra,2
Bronze 2,Snow Day,99.97,Extra,2
Bronze 3,Snow Day,99.82,Extra,2
Silver 1,Snow Day,99.41,Extra,2
Silver 2,Snow Day,98.4,Extra,2
Silver 3,Snow Day,96.14,Extra,2
Gold 1,Snow Day,91.89,Extra,2
Gold 2,Snow Day,84.56,Extra,2
Gold 3,Snow Day,73.85,Extra,2
Platinum 1,Snow Day,60.69,Extra,2
Platinum 2,Snow Day,45.13,Extra,2
Platinum 3,Snow Day,30.85,Extra,2
Diamond 1,Snow Day,19.69,Extra,2
Diamond 2,Snow Day,11.09,Extra,2
Diamond 3,Snow Day,5.77,Extra,2
Champion 1,Snow Day,2.84,Extra,2
Champion 2,Snow Day,1.2,Extra,2
Champion 3,Snow Day,0.48,Extra,2
Grand Champion 1,Snow Day,0.22,Extra,2
Grand Champion 2,Snow Day,0.05,Extra,2
Grand Champion 3,Snow Day,0.02,Extra,2
Supersonic Legend,Snow Day,0.01,Extra,2
Bronze 1,Solo Duel,100.02,Standard,1
Bronze 2,Solo Duel,99.93,Standard,1
Bronze 3,Solo Duel,99.54,Standard,1
Silver 1,Solo Duel,98.1,Standard,1
Silver 2,Solo Duel,94.43,Standard,1
Silver 3,Solo Duel,87.33,Standard,1
Gold 1,Solo Duel,76.76,Standard,1
Gold 2,Solo Duel,62.2,Standard,1
Gold 3,Solo Duel,46.97,Standard,1
Platinum 1,Solo Duel,33.55,Standard,1
Platinum 2,Solo Duel,21.63,Standard,1
Platinum 3,Solo Duel,14.04,Standard,1
Diamond 1,Solo Duel,9.1,Standard,1
Diamond 2,Solo Duel,5.74,Standard,1
Diamond 3,Solo Duel,3.65,Standard,1
Champion 1,Solo Duel,2.29,Standard,1
Champion 2,Solo Duel,1.39,Standard,1
Champion 3,Solo Duel,0.81,Standard,1
Grand Champion 1,Solo Duel,0.4,Standard,1
Grand Champion 2,Solo Duel,0.09,Standard,1
Grand Champion 3,Solo Duel,0.04,Standard,1
Supersonic Legend,Solo Duel,0.02,Standard,1
Bronze 1,Standard,100.02,Standard,1
Bronze 2,Standard,99.73,Standard,1
Bronze 3,Standard,98.88,Standard,1
Silver 1,Standard,96.89,Standard,1
Silver 2,Standard,92.65,Standard,1
Silver 3,Standard,85.53,Standard,1
Gold 1,Standard,75.64,Standard,1
Gold 2,Standard,63.38,Standard,1
Gold 3,Standard,50.9,Standard,1
Platinum 1,Standard,36.79,Standard,1
Platinum 2,Standard,24.97,Standard,1
Platinum 3,Standard,17.06,Standard,1
Diamond 1,Standard,11.76,Standard,1
Diamond 2,Standard,6.96,Standard,1
Diamond 3,Standard,3.81,Standard,1
Champion 1,Standard,2.0,Standard,1
Champion 2,Standard,0.97,Standard,1
Champion 3,Standard,0.45,Standard,1
Grand Champion 1,Standard,0.18,Standard,1
Grand Champion 2,Standard,0.06,Standard,1
Grand Champion 3,Standard,0.02,Standard,1
Supersonic Legend,Standard,0.01,Standard,1
Bronze 1,Doubles,99.99,Standard,1
Bronze 2,Doubles,99.12,Standard,1
Bronze 3,Doubles,97.04,Standard,1
Silver 1,Doubles,92.74,Standard,1
Silver 2,Doubles,85.36,Standard,1
Silver 3,Doubles,75.25,Standard,1
Gold 1,Doubles,63.68,Standard,1
Gold 2,Doubles,51.52,Standard,1
Gold 3,Doubles,40.84,Standard,1
Platinum 1,Doubles,30.04,Standard,1
Platinum 2,Doubles,21.55,Standard,1
Platinum 3,Doubles,15.78,Standard,1
Diamond 1,Doubles,11.69,Standard,1
Diamond 2,Doubles,8.34,Standard,1
Diamond 3,Doubles,5.35,Standard,1
Champion 1,Doubles,3.24,Standard,1
Champion 2,Doubles,1.76,Standard,1
Champion 3,Doubles,0.87,Standard,1
Grand Champion 1,Doubles,0.4,Standard,1
Grand Champion 2,Doubles,0.1,Standard,1
Grand Champion 3,Doubles,0.03,Standard,1
Supersonic Legend,Doubles,0.01,Standard,1
Bronze 1,Rumble,99.99,Extra,1
Bronze 2,Rumble,99.92,Extra,1
Bronze 3,Rumble,99.65,Extra,1
Silver 1,Rumble,98.87,Extra,1
Silver 2,Rumble,97.2,Extra,1
Silver 3,Rumble,93.82,Extra,1
Gold 1,Rumble,88.07,Extra,1
Gold 2,Rumble,79.38,Extra,1
Gold 3,Rumble,67.94,Extra,1
Platinum 1,Rumble,55.09,Extra,1
Platinum 2,Rumble,41.3,Extra,1
Platinum 3,Rumble,28.93,Extra,1
Diamond 1,Rumble,19.34,Extra,1
Diamond 2,Rumble,11.86,Extra,1
Diamond 3,Rumble,7.06,Extra,1
Champion 1,Rumble,4.23,Extra,1
Champion 2,Rumble,2.27,Extra,1
Champion 3,Rumble,1.12,Extra,1
Grand Champion 1,Rumble,0.54,Extra,1
Grand Champion 2,Rumble,0.19,Extra,1
Grand Champion 3,Rumble,0.07,Extra,1
Supersonic Legend,Rumble,0.04,Extra,1
Bronze 1,Dropshot,100.0,Extra,1
Bronze 2,Dropshot,100.0,Extra,1
Bronze 3,Dropshot,99.97,Extra,1
Silver 1,Dropshot,99.84,Extra,1
Silver 2,Dropshot,99.37,Extra,1
Silver 3,Dropshot,98.12,Extra,1
Gold 1,Dropshot,95.37,Extra,1
Gold 2,Dropshot,90.0,Extra,1
Gold 3,Dropshot,81.33,Extra,1
Platinum 1,Dropshot,69.51,Extra,1
Platinum 2,Dropshot,54.65,Extra,1
Platinum 3,Dropshot,39.5,Extra,1
Diamond 1,Dropshot,26.43,Extra,1
Diamond 2,Dropshot,15.91,Extra,1
Diamond 3,Dropshot,8.82,Extra,1
Champion 1,Dropshot,4.58,Extra,1
Champion 2,Dropshot,2.13,Extra,1
Champion 3,Dropshot,0.86,Extra,1
Grand Champion 1,Dropshot,0.28,Extra,1
Grand Champion 2,Dropshot,0.06,Extra,1
Grand Champion 3,Dropshot,0.01,Extra,1
Supersonic Legend,Dropshot,0.0,Extra,1
Bronze 1,Hoops,100.01,Extra,1
Bronze 2,Hoops,100.01,Extra,1
Bronze 3,Hoops,99.98,Extra,1
Silver 1,Hoops,99.82,Extra,1
Silver 2,Hoops,99.19,Extra,1
Silver 3,Hoops,97.24,Extra,1
Gold 1,Hoops,92.9,Extra,1
Gold 2,Hoops,84.9,Extra,1
Gold 3,Hoops,73.12,Extra,1
Platinum 1,Hoops,58.61,Extra,1
Platinum 2,Hoops,42.35,Extra,1
Platinum 3,Hoops,27.89,Extra,1
Diamond 1,Hoops,16.99,Extra,1
Diamond 2,Hoops,9.6,Extra,1
Diamond 3,Hoops,5.26,Extra,1
Champion 1,Hoops,2.76,Extra,1
Champion 2,Hoops,1.32,Extra,1
Champion 3,Hoops,0.51,Extra,1
Grand Champion 1,Hoops,0.21,Extra,1
Grand Champion 2,Hoops,0.05,Extra,1
Grand Champion 3,Hoops,0.02,Extra,1
Supersonic Legend,Hoops,0.01,Extra,1
Bronze 1,Snow Day,100.0,Extra,1
Bronze 2,Snow Day,99.97,Extra,1
Bronze 3,Snow Day,99.83,Extra,1
Silver 1,Snow Day,99.43,Extra,1
Silver 2,Snow Day,98.41,Extra,1
Silver 3,Snow Day,96.25,Extra,1
Gold 1,Snow Day,92.34,Extra,1
Gold 2,Snow Day,85.83,Extra,1
Gold 3,Snow Day,76.34,Extra,1
Platinum 1,Snow Day,64.5,Extra,1
Platinum 2,Snow Day,50.52,Extra,1
Platinum 3,Snow Day,36.9,Extra,1
Diamond 1,Snow Day,25.1,Extra,1
Diamond 2,Snow Day,15.5,Extra,1
Diamond 3,Snow Day,8.83,Extra,1
Champion 1,Snow Day,4.7,Extra,1
Champion 2,Snow Day,2.11,Extra,1
Champion 3,Snow Day,0.76,Extra,1
Grand Champion 1,Snow Day,0.29,Extra,1
Grand Champion 2,Snow Day,0.06,Extra,1
Grand Champion 3,Snow Day,0.02,Extra,1
Supersonic Legend,Snow Day,0.01,Extra,1
